slug,title,wd_label,confidence,qid,burial,lat,lon,order,patronage_wd,image_url,commons,feast_raw,birth_raw,death_raw,source_url,image_license,image_credit
st-jose-maria-rubio,St. José María Rubio,José María Rubio,label,Q967400,Fourth professed house in Madrid,40.434491666,-3.686208333,Society of Jesus,,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20Rubio%20%281864-1929%29.jpg,José María Rubio,May 2,1864-07-22T00:00:00Z,1929-05-02T00:00:00Z,https://www.wikidata.org/wiki/Q967400,public domain,
st-jose-de-anchieta,St. José de Anchieta,José de Anchieta,"AMBIGUOUS 2: Q10310742,Q10308727",Q10310742,,,,,,,,,1948-02-23T00:00:00Z,2019-05-23T00:00:00Z,https://www.wikidata.org/wiki/Q10310742,,
st-joseph-cafasso,St. Joseph Cafasso,Joseph Cafasso,label,Q1373633,Santuario della Consolata,45.0768,7.67911,Third Order of Saint Francis,,http://commons.wikimedia.org/wiki/Special:FilePath/Giuseppe%20Cafasso.jpg,Giuseppe Cafasso,June 23,1811-01-15T00:00:00Z,1860-06-23T00:00:00Z,https://www.wikidata.org/wiki/Q1373633,public domain,
st-joseph-freinademetz,St. Joseph Freinademetz,Joseph Freinademetz,label,Q45210,,,,Divine Word Missionaries,,http://commons.wikimedia.org/wiki/Special:FilePath/Josef%20Freinademetz%2002.jpg,Josef Freinademetz,January 28,1852-04-15T00:00:00Z,1908-01-28T00:00:00Z,https://www.wikidata.org/wiki/Q45210,needs review: CC BY-SA 4.0,"Llorenzi — Wikimedia Commons, CC BY-SA 4.0"
st-joseph-marello,St. Joseph Marello,Joseph Marello,label,Q1353091,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/San%20Giuseppe%20Marello.jpg,Giuseppe Marello,May 30,1844-12-26T00:00:00Z,1895-05-30T00:00:00Z,https://www.wikidata.org/wiki/Q1353091,public domain,
st-joseph-mary-pignatelli,St. Joseph Mary Pignatelli,Joseph Pignatelli,label,Q1352107,Church of the Gesù,41.895833333,12.479722222,Society of Jesus,,http://commons.wikimedia.org/wiki/Special:FilePath/Chiesa%20del%20gesu%20roma%20giuseppe%20pignatelli%20high.jpg,Joseph Pignatelli,November 24,1737-12-27T00:00:00Z,1811-11-15T00:00:00Z,https://www.wikidata.org/wiki/Q1352107,public domain,
st-joseph-oriol,St. Joseph Oriol,Joseph Oriol,label,Q1361225,,,,Oratory of Saint Philip Neri,,http://commons.wikimedia.org/wiki/Special:FilePath/Saint%20Joseph%20Oriol%20-%20Santa%20Maria%20del%20Pi%20-%20Barcelona%202014.JPG,Saint Joseph Oriol,March 23,1650-11-23T00:00:00Z,1702-03-23T00:00:00Z,https://www.wikidata.org/wiki/Q1361225,needs review: CC BY-SA 3.0,"José Luiz — Wikimedia Commons, CC BY-SA 3.0"
st-joseph-vaz,St. Joseph Vaz,Joseph Vaz,label,Q1708131,,,,Oratory of Saint Philip Neri,,http://commons.wikimedia.org/wiki/Special:FilePath/Joze-Vaz.jpg,Joseph Vaz,January 16,1651-04-21T00:00:00Z,1711-01-16T00:00:00Z,https://www.wikidata.org/wiki/Q1708131,public domain,
st-jozef-bilczewski,St. Józef Bilczewski,Józef Bilczewski,label,Q31781,Latin Cathedral,49.840555555,24.030555555,,,http://commons.wikimedia.org/wiki/Special:FilePath/J%C3%B3zef%20Bilczewski.png,Józef Bilczewski,March 20,1860-04-26T00:00:00Z,1923-03-20T00:00:00Z,https://www.wikidata.org/wiki/Q31781,public domain,
st-jozef-sebastian-pelczar,St. Józef Sebastian Pelczar,Józef Sebastian Pelczar,label,Q680178,Cathedral of Przemyśl,49.780961,22.768209,,,http://commons.wikimedia.org/wiki/Special:FilePath/Pelczar.jpg,Józef Sebastian Pelczar,March 28,1842-01-17T00:00:00Z,1924-03-27T00:00:00Z,https://www.wikidata.org/wiki/Q680178,public domain,
st-juan-de-castillo,St. Juan de Castillo,Juan del Castillo,label,Q210328,Brazil,-14.0,-53.0,Society of Jesus,,http://commons.wikimedia.org/wiki/Special:FilePath/CastilloJuan.jpg,Juan de Castillo,November 17,1596-09-14T00:00:00Z,1628-11-17T00:00:00Z,https://www.wikidata.org/wiki/Q210328,public domain,
st-juan-de-ribera,St. Juan de Ribera,Juan de Ribera,label,Q1650331,Reial Col·legi Seminari de Corpus Christi,39.4725,-0.37333333,,,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20de%20Rivera.jpg,Juan de Ribera,January 6,1532-03-30T00:00:00Z,1611-01-06T00:00:00Z,https://www.wikidata.org/wiki/Q1650331,public domain,
st-julie-billiart,St. Julie Billiart,Julie Billiart,label,Q259718,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/St.%20Julie%20Billiart.jpg,Julie Billiart,April 8,1751-07-12T00:00:00Z,1816-04-08T00:00:00Z,https://www.wikidata.org/wiki/Q259718,public domain,
st-justin-de-jacobis,St. Justin de Jacobis,Justin de Jacobis,label,Q475636,,,,Congregation of the Mission,,http://commons.wikimedia.org/wiki/Special:FilePath/San%20Justino%20de%20Jacobis.jpg,Giustino de Jacobis,July 31,1800-10-09T00:00:00Z,1860-07-31T00:00:00Z,https://www.wikidata.org/wiki/Q475636,public domain,
st-kinga,St. Kinga,Cunigunde of Luxembourg,label,Q61620,Bamberg Cathedral,49.890703,10.882533,Benedictines,,http://commons.wikimedia.org/wiki/Special:FilePath/Kunigunde.png,Cunigunde of Luxembourg,July 13,0978-01-01T00:00:00Z,1039-03-09T00:00:00Z,https://www.wikidata.org/wiki/Q61620,needs review: CC BY-SA 3.0,"Mkleine — Wikimedia Commons, CC BY-SA 3.0"
st-kuriakose-elias-chavara,St. Kuriakose Elias Chavara,Saint Kuriakose Elias Chavara,label,Q786319,,,,Carmelites,,http://commons.wikimedia.org/wiki/Special:FilePath/Kuriakose%20Chavara%20und%20Hl.%20Familie.jpg,Kuriakose Elias Chavara,January 3,1805-02-10T00:00:00Z,1871-01-03T00:00:00Z,https://www.wikidata.org/wiki/Q786319,public domain,
st-lawrence-ruiz,St. Lawrence Ruiz,Lorenzo Ruiz,label,Q369793,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/0237jfSan%20Lorenzo%20Ruiz%20Parish%20Church%20Diocese%20Pampangafvf%2035%20%28cropped%29.JPG,Lorenzo Ruiz,September 28,1600-01-01T00:00:00Z,1637-09-29T00:00:00Z,https://www.wikidata.org/wiki/Q369793,public domain,
st-lazarus,St. Lazarus,Lazarus,"AMBIGUOUS 3: Q3828269,Q539890,Q21282948",Q3828269,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Lazarus%20bishop%20of%20Milan.JPG,Lazarus (bishop of Milan),March 14,0350-01-01T00:00:00Z,0449-03-15T00:00:00Z,https://www.wikidata.org/wiki/Q3828269,needs review: CC BY-SA 3.0,"A ntv — Wikimedia Commons, CC BY-SA 3.0"
st-leonardo-murialdo,St. Leonardo Murialdo,Leonardo Murialdo,label,Q952648,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/LMurialdo.jpg,Leonardo Murialdo,March 30,1828-10-26T00:00:00Z,1900-03-30T00:00:00Z,https://www.wikidata.org/wiki/Q952648,public domain,
st-leonie-aviat,St. Leonie Aviat,Leonie Aviat,label,Q437723,,,,Oblates of St. Francis de Sales,,http://commons.wikimedia.org/wiki/Special:FilePath/Mother%20Fran%C3%A7oise%20de%20Sales%20Aviat.jpg,Léonie Aviat,January 10,1844-09-16T00:00:00Z,1914-01-10T00:00:00Z,https://www.wikidata.org/wiki/Q437723,public domain,
st-leopold-mandic,St. Leopold Mandić,Leopold Mandić,label,Q733433,Santuario di San Leopoldo Mandić,45.39294,11.870063,Order of Friars Minor Capuchin,,http://commons.wikimedia.org/wiki/Special:FilePath/San%20Leopoldo%20Mandic.jpg,Leopold Mandić,July 30,1866-05-12T00:00:00Z,1942-07-30T00:00:00Z,https://www.wikidata.org/wiki/Q733433,public domain,
st-lodovico-pavoni,St. Lodovico Pavoni,Lodovico Pavoni,label,Q183194,,,,Sons of Mary Immaculate,,http://commons.wikimedia.org/wiki/Special:FilePath/Santino%20Pavoni%201921.jpg,Lodovico Pavoni,April 1,1784-09-11T00:00:00Z,1849-04-01T00:00:00Z,https://www.wikidata.org/wiki/Q183194,public domain,
st-louis-martin,St. Louis Martin,Louis Martin,label,Q13107341,,,,Carmelites,,http://commons.wikimedia.org/wiki/Special:FilePath/Louis%20Martin-edt.jpg,Zélie and Louis Martin,July 12,1823-08-22T00:00:00Z,1894-07-29T00:00:00Z,https://www.wikidata.org/wiki/Q13107341,public domain,
st-louise-de-marillac,St. Louise de Marillac,Nayanka Bell,label-nostatus,Q3337358,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Nayanka%20Bell.jpg,Nayanka Bell,,1963-01-01T00:00:00Z,,https://www.wikidata.org/wiki/Q3337358,needs review: CC BY 4.0,"Aristidek5maya — Wikimedia Commons, CC BY 4.0"
st-luca-antonio-falcone,St. Luca Antonio Falcone,Angelo d'Acri,label,Q2849312,basilica de Sant'Angelo d'Acri,39.48666667,16.385,Order of Friars Minor; Order of Friars Minor Capuchin,,http://commons.wikimedia.org/wiki/Special:FilePath/Angelo%20d%27Acri%20%28cropped%29.jpg,Angelo d'Acri,October 30,1669-10-19T00:00:00Z,1739-10-30T00:00:00Z,https://www.wikidata.org/wiki/Q2849312,public domain,
st-lucy-filippini,St. Lucy Filippini,Lucy Filippini,label,Q450999,Montefiascone Cathedral,42.5366,12.0303,,,http://commons.wikimedia.org/wiki/Special:FilePath/Lucia%20filippini.jpg,Lucy Filippini,March 25,1672-01-13T00:00:00Z,1732-03-25T00:00:00Z,https://www.wikidata.org/wiki/Q450999,public domain,
st-ludovico-of-casoria,St. Ludovico of Casoria,Ludovico of Casoria,label,Q2675665,,,,Franciscans,,http://commons.wikimedia.org/wiki/Special:FilePath/Ludovico%20da%20Casoria.jpg,Ludovico of Casoria,March 30,1814-03-11T00:00:00Z,1885-03-30T00:00:00Z,https://www.wikidata.org/wiki/Q2675665,needs review: CC BY-SA 4.0,"Dario Crespi — Wikimedia Commons, CC BY-SA 4.0"
st-luigi-guanella,St. Luigi Guanella,Luigi Guanella,label,Q1876202,,,,Franciscans,,http://commons.wikimedia.org/wiki/Special:FilePath/Guanella6.jpg,Luigi Guanella,October 24,1842-12-19T00:00:00Z,1915-10-24T00:00:00Z,https://www.wikidata.org/wiki/Q1876202,public domain,
st-luigi-maria-palazzolo,St. Luigi Maria Palazzolo,Aloisius Palazzolo,label,Q2650537,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Luigi%20Palazzolo.png,Luigi Maria Palazzolo,June 15,1827-12-10T00:00:00Z,1886-06-15T00:00:00Z,https://www.wikidata.org/wiki/Q2650537,public domain,
st-luigi-orione,St. Luigi Orione,Luigi Orione,label,Q548214,Shrine of Nostra Signora della Guardia,44.88804,8.85915,,,http://commons.wikimedia.org/wiki/Special:FilePath/Cara%20Don%20Orione.jpg,Luigi Orione,May 16,1872-06-23T00:00:00Z,1940-03-12T00:00:00Z,https://www.wikidata.org/wiki/Q548214,public domain,
st-luigi-scrosoppi,St. Luigi Scrosoppi,Aloisius Scrosoppi,label,Q114492,,,,Oratory of Saint Philip Neri,,http://commons.wikimedia.org/wiki/Special:FilePath/LuigiScrosoppi.jpg,Luigi Scrosoppi,April 3,1804-08-04T00:00:00Z,1884-04-03T00:00:00Z,https://www.wikidata.org/wiki/Q114492,needs review: CC BY-SA 3.0,"Manfred Pesek — Wikimedia Commons, CC BY-SA 3.0"
st-madeleine-sophie-barat,St. Madeleine Sophie Barat,Madeleine Sophie Barat,label,Q463905,,,,Society of the Sacred Heart,,http://commons.wikimedia.org/wiki/Special:FilePath/Barat-Pere.jpg,Madeleine-Sophie Barat,May 25,1779-12-12T00:00:00Z,1865-05-25T00:00:00Z,https://www.wikidata.org/wiki/Q463905,public domain,
st-magdalene-of-canossa,St. Magdalene of Canossa,Magdalene of Canossa,label,Q288887,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Madeleine%20de%20canossa.jpg,Magdalene of Canossa,April 10,1774-03-01T00:00:00Z,1835-04-10T00:00:00Z,https://www.wikidata.org/wiki/Q288887,public domain,
st-manuel-gonzalez-garcia,St. Manuel González García,Manuel González García,label,Q2012633,Palencia Cathedral,42.01111111,-4.53694444,,,http://commons.wikimedia.org/wiki/Special:FilePath/ManuelGonzalezobispo.jpg,Manuel González y García,January 4,1877-02-25T00:00:00Z,1940-01-04T00:00:00Z,https://www.wikidata.org/wiki/Q2012633,public domain,
st-manuel-miguez-gonzalez,St. Manuel Míguez González,Faustino Míguez González,label,Q3740324,,,,Piarists,,http://commons.wikimedia.org/wiki/Special:FilePath/FAUSTINOMiguez.jpg,Faustino Míguez,February 9,1831-03-24T00:00:00Z,1925-03-08T00:00:00Z,https://www.wikidata.org/wiki/Q3740324,public domain,
st-marcellin-champagnat,St. Marcellin Champagnat,Marcellin Champagnat,label,Q559806,,,,Marist Brothers; Society of Mary,,http://commons.wikimedia.org/wiki/Special:FilePath/MarcelinoChampagnatLimache.jpg,Marcellin Champagnat,May 20,1789-05-20T00:00:00Z,1840-06-06T00:00:00Z,https://www.wikidata.org/wiki/Q559806,needs review: CC BY-SA 4.0,"Carlos yo — Wikimedia Commons, CC BY-SA 4.0"
st-margaret-of-hungary,St. Margaret of Hungary,Margaret of Hungary,label,Q232031,,,,Nuns of the Order of Preachers,,http://commons.wikimedia.org/wiki/Special:FilePath/Arpadhazi%20szent%20margit.jpg,Saint Margaret of Hungary,January 18,1242-02-03T00:00:00Z,1270-01-25T00:00:00Z,https://www.wikidata.org/wiki/Q232031,public domain,
st-marguerite-bays,St. Marguerite Bays,Marguerite Bays,label,Q3290670,,,,Third Order of Saint Francis,,http://commons.wikimedia.org/wiki/Special:FilePath/Marguerite%20Bays.jpg,Marguerite Bays,June 27,1815-09-08T00:00:00Z,1879-06-27T00:00:00Z,https://www.wikidata.org/wiki/Q3290670,public domain,
st-marguerite-bourgeoys,St. Marguerite Bourgeoys,Marguerite Bourgeoys,label,Q263327,"Chapel of Our Lady of Help, Montreal",45.509825,-73.551073,,,http://commons.wikimedia.org/wiki/Special:FilePath/Bourgeoys.jpg,Marguerite Bourgeoys,January 12,1620-04-17T00:00:00Z,1700-01-12T00:00:00Z,https://www.wikidata.org/wiki/Q263327,public domain,
st-maria-antonia-de-paz-y-figueroa,St. María Antonia de Paz y Figueroa,María Antonia de Paz y Figueroa,label,Q6003369,Our Lady of Mercy Church,-34.605388,-58.37206,Daughters of the Divine Saviour (El Salvador); Society of Jesus,,http://commons.wikimedia.org/wiki/Special:FilePath/Mar%C3%ADa%20Antonia%20de%20Paz%20y%20Figueroa.png,María Antonia de Paz y Figueroa,March 7,1730-01-01T00:00:00Z,1799-03-07T00:00:00Z,https://www.wikidata.org/wiki/Q6003369,public domain,
st-maria-bernarda-butler,St. Maria Bernarda Bütler,Maria Bernarda Bütler,label,Q115543,,,,Franciscans,,http://commons.wikimedia.org/wiki/Special:FilePath/Verena%20Bernarda%20Buetler2.jpg,Maria Bernarda Bütler,May 19,1848-05-28T00:00:00Z,1924-05-19T00:00:00Z,https://www.wikidata.org/wiki/Q115543,public domain,
st-maria-bertilla-boscardin,St. Maria Bertilla Boscardin,Maria Bertilla Boscardin,label,Q461646,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Statua%20Santa%20Bertilla%20%28cropped%29.JPG,Maria Bertilla Boscardin,October 20,1888-10-06T00:00:00Z,1922-10-20T00:00:00Z,https://www.wikidata.org/wiki/Q461646,needs review: CC BY-SA 4.0,"Threecharlie — Wikimedia Commons, CC BY-SA 4.0"
st-maria-crescentia-hoss,St. Maria Crescentia Höss,Maria Crescentia Höss,label,Q70504,,,,Franciscans,,http://commons.wikimedia.org/wiki/Special:FilePath/Crescentiah%C3%B6ss.jpg,Crescentia Höss,April 5,1682-10-20T00:00:00Z,1744-04-05T00:00:00Z,https://www.wikidata.org/wiki/Q70504,public domain,
st-maria-cristina-of-the-immaculate-conception,St. Maria Cristina of the Immaculate Conception,Maria Cristina Brando,label,Q3847227,,,,Sisters Expiatory Victims of Jesus in the Blessed Sacrament; Soeurs du Saint-Sacrement et Notre-Dame,,http://commons.wikimedia.org/wiki/Special:FilePath/Maria%20Cristina%20Brando.jpg,Maria Cristina Brando,January 20,1856-05-01T00:00:00Z,1906-01-20T00:00:00Z,https://www.wikidata.org/wiki/Q3847227,public domain,
st-maria-de-mattias,St. Maria De Mattias,Maria De Mattias,label,Q290866,,,,Adorers of the Blood of Christ,,http://commons.wikimedia.org/wiki/Special:FilePath/Santa%20Mar%C3%ADa%20de%20Mattia.jpg,Maria de Mattias,August 20,1805-02-04T00:00:00Z,1866-08-20T00:00:00Z,https://www.wikidata.org/wiki/Q290866,needs review: CC BY-SA 4.0,"Fraychero — Wikimedia Commons, CC BY-SA 4.0"
st-maria-domenica-mantovani,St. Maria Domenica Mantovani,Maria Domenica Mantovani,label,Q3847250,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Maria%20Domenica%20Mantovani.jpg,Maria Domenica Mantovani,February 2,1862-11-12T00:00:00Z,1934-02-02T00:00:00Z,https://www.wikidata.org/wiki/Q3847250,public domain,
st-maria-elizabeth-hesselblad,St. Maria Elizabeth Hesselblad,Elisabeth Hesselblad,label,Q435384,,,,Bridgettines,,http://commons.wikimedia.org/wiki/Special:FilePath/Elisabeth%20Hesselblad.jpg,Elisabeth Hesselblad,April 24,1870-06-04T00:00:00Z,1957-04-24T00:00:00Z,https://www.wikidata.org/wiki/Q435384,public domain,
st-maria-guadalupe-garcia-zavala,St. María Guadalupe García Zavala,María Guadalupe García Zavala,label,Q3850607,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mar%C3%ADa%20Lupita%20Garc%C3%ADa%20Zavala%20%281946%29.png,María Lupita García Zavala,June 24,1878-04-27T00:00:00Z,1963-06-24T00:00:00Z,https://www.wikidata.org/wiki/Q3850607,public domain,
st-maria-josefa-sancho-de-guerra,St. María Josefa Sancho de Guerra,Maria Josepha vom Herzen Jesu Sancho de Guerra,label,Q1896004,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/MSanchodeGuerra.jpg,María Josefa Sancho,March 20,1842-09-07T00:00:00Z,1912-03-20T00:00:00Z,https://www.wikidata.org/wiki/Q1896004,public domain,
st-maria-katharina-kasper,St. Maria Katharina Kasper,Maria Katharina Kasper,label,Q108332,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Katharina%20Kasper%20%281820%20-%201898%29.jpg,Maria Katharina Kasper,February 2,1820-05-26T00:00:00Z,1898-02-02T00:00:00Z,https://www.wikidata.org/wiki/Q108332,public domain,
st-maria-natividad-venegas-de-la-torre,St. María Natividad Venegas de la Torre,Saint María of Jesus in the Blessed Sacrament,label,Q511409,,,,Franciscans,,http://commons.wikimedia.org/wiki/Special:FilePath/Maria%20de%20Jesus%20Sacramentado%20Venegas%20de%20la%20Torre.jpg,,July 30,1868-09-08T00:00:00Z,1959-07-30T00:00:00Z,https://www.wikidata.org/wiki/Q511409,public domain,
st-maria-troncatti,St. Maria Troncatti,Maria Troncatti,label,Q11769202,,,,Salesians of Don Bosco,,,,August 25,1883-02-16T00:00:00Z,1969-08-25T00:00:00Z,https://www.wikidata.org/wiki/Q11769202,,
st-maria-de-la-purisima-salvat-romero,St. María de la Purísima Salvat Romero,María de la Purísima de la Cruz,label,Q523459,,,,Sisters of the Cross,,http://commons.wikimedia.org/wiki/Special:FilePath/Acci%C3%B3n%20de%20Gracias%20Canonizaci%C3%B3n%20de%20Santa%20Mar%C3%ADa%20de%20la%20Pur%C3%ADsima%20de%20la%20Cruz%2001.jpg,María de la Purísima,September 18,1926-02-20T00:00:00Z,1998-10-31T00:00:00Z,https://www.wikidata.org/wiki/Q523459,needs review: CC BY-SA 2.0,"Iglesia en Valladolid — Wikimedia Commons, CC BY-SA 2.0"
st-mariam-baouardy,St. Mariam Baouardy,Mariam Baouardy,label,Q451590,,,,Order of Discalced Nuns of the Blessed Virgin Mary of Mount Carmel,,http://commons.wikimedia.org/wiki/Special:FilePath/L%20srmariam.jpg,Mariam Baouardy,August 26,1846-01-05T00:00:00Z,1878-08-26T00:00:00Z,https://www.wikidata.org/wiki/Q451590,public domain,
st-mariana-de-jesus-de-paredes,St. Mariana de Jesús de Paredes,Mariana de Jesús de Paredes,label,Q455299,,,,Third Order of Saint Francis,,http://commons.wikimedia.org/wiki/Special:FilePath/Retrato%20de%20Mariana%20de%20Jes%C3%BAs.jpg,Mariana de Jesús de Paredes,May 26,1618-10-31T00:00:00Z,1645-05-26T00:00:00Z,https://www.wikidata.org/wiki/Q455299,public domain,
st-marianne-cope,St. Marianne Cope,Marianne Cope,label,Q76680,Cathedral Basilica of Our Lady of Peace,21.31075,-157.859416666,Sisters of the Third Franciscan Order,,http://commons.wikimedia.org/wiki/Special:FilePath/Mother%20Marianne%20Cope%20in%20her%20youth.jpg,Marianne Cope,January 23,1838-01-23T00:00:00Z,1918-08-09T00:00:00Z,https://www.wikidata.org/wiki/Q76680,public domain,
st-marie-of-the-incarnation,St. Marie of the Incarnation,Marie Guyart,"AMBIGUOUS 2: Q449835,Q435776",Q449835,Ursuline Chapel,46.8121875,-71.2078125,Ursulines,,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20de%20M%C3%A8re%20Marie%20de%20l%27Incarnation.jpg,Marie de l'Incarnation,April 30,1599-10-28T00:00:00Z,1672-04-30T00:00:00Z,https://www.wikidata.org/wiki/Q449835,public domain,
st-marie-alphonsine-danil-ghattas,St. Marie-Alphonsine Danil Ghattas,Marie-Alphonsine Danil Ghattas,label,Q444239,,,,Dominican Order,,http://commons.wikimedia.org/wiki/Special:FilePath/Marie-Alphonsine-Danil-Ghattas.jpg,Marie-Alphonsine Danil Ghattas,March 25,1843-10-04T00:00:00Z,1927-03-25T00:00:00Z,https://www.wikidata.org/wiki/Q444239,needs review: CC BY-SA 4.0,"Tamar Hayardeni — Wikimedia Commons, CC BY-SA 4.0"
st-marie-azelie-guerin-martin,St. Marie-Azélie Guérin Martin,Azélie-Marie Guérin Martin,label,Q2180087,,,,Order of the Brothers Discalced of the Blessed Virgin Mary of Mount Carmel,,http://commons.wikimedia.org/wiki/Special:FilePath/Z%C3%A9lie%20Martin%201.jpg,,August 28,1831-12-23T00:00:00Z,1877-08-28T00:00:00Z,https://www.wikidata.org/wiki/Q2180087,public domain,
st-marie-eugenie-de-jesus,St. Marie-Eugénie de Jésus,Marie-Eugénie de Jésus,label,Q269780,,,,Religious of the Assumption,,http://commons.wikimedia.org/wiki/Special:FilePath/Marie%20Eug%C3%A9nie%20de%20J%C3%A9sus%20Milleret%20de%20Brou.jpg,Marie-Eugénie de Jésus,March 10,1817-08-25T00:00:00Z,1898-03-10T00:00:00Z,https://www.wikidata.org/wiki/Q269780,public domain,
st-marie-leonie-paradis,St. Marie-Léonie Paradis,Marie-Léonie Paradis,label,Q3292109,"Cathedral Basilica of St Michael, Sherbrooke",45.4025,-71.893055555,Little Sisters of the Holy Family (Sherbrooke),,http://commons.wikimedia.org/wiki/Special:FilePath/Marie-L%C3%A9onie%20Paradis%2C%201872.jpg,Marie-Léonie Paradis,May 4,1840-05-12T00:00:00Z,1912-05-03T00:00:00Z,https://www.wikidata.org/wiki/Q3292109,public domain,
st-marie-madeleine-postel,St. Marie-Madeleine Postel,Marie-Madeleine Postel,label,Q456249,,,,Sisters of St. Marie Madeleine Postel; Third Order of Saint Francis,,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%2C%20St.%20Marie%20Madeleine%20Postel%2C%20Sisters%20of%20Christian%20Schools%20of%20Mercy.jpg,Marie-Madeleine Postel,July 16,1756-11-28T00:00:00Z,1846-07-16T00:00:00Z,https://www.wikidata.org/wiki/Q456249,public domain,
st-marie-marguerite-d-youville,St. Marie-Marguerite d'Youville,Marguerite d'Youville,label,Q288990,Basilica of St Ann of Varennes,45.683333333,-73.441666666,,,http://commons.wikimedia.org/wiki/Special:FilePath/James%20Duncan%20Marguerite%20d%20Youville.jpg,Marguerite d'Youville,October 16,1701-10-15T00:00:00Z,1771-12-23T00:00:00Z,https://www.wikidata.org/wiki/Q288990,public domain,
st-marko-krizin,St. Marko Krizin,Marko Krizin,label,Q1048336,Church of Saint Anne,48.378202777,17.588372222,Benedictines,,http://commons.wikimedia.org/wiki/Special:FilePath/Sveti%20Marko%20Kri%C5%BEev%C4%8Danin.JPG,Marko Križevčanin,September 7,1589-01-01T00:00:00Z,1619-09-07T00:00:00Z,https://www.wikidata.org/wiki/Q1048336,needs review: CC BY-SA 3.0,"SpeedyGonsales — Wikimedia Commons, CC BY-SA 3.0"
st-mary-euphrasia-pelletier,St. Mary Euphrasia Pelletier,Mary Euphrasia Pelletier,label,Q276608,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mary%20Euphrasia%20Pelletier.jpg,Marie-Euphrasie Pelletier,April 24,1796-07-31T00:00:00Z,1868-04-29T00:00:00Z,https://www.wikidata.org/wiki/Q276608,public domain,
st-mary-mackillop,St. Mary MacKillop,Mary MacKillop,label,Q275976,,,,Sisters of St. Joseph of the Sacred Heart,,http://commons.wikimedia.org/wiki/Special:FilePath/Mary%20mackillop.jpg,Mary MacKillop,August 8,1842-01-15T00:00:00Z,1909-08-08T00:00:00Z,https://www.wikidata.org/wiki/Q275976,public domain,
st-maximus-the-confessor,St. Maximus the Confessor,Maximus the Confessor,label,Q206842,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Maksim%20ispovednik.jpg,Maximus Confessor,August 13,0579-01-01T00:00:00Z,0662-08-16T00:00:00Z,https://www.wikidata.org/wiki/Q206842,public domain,
st-meinhard,St. Meinhard,Saint Meinhard,label,Q697892,,,,Augustinians,,,Saint Meinhard,October 11,1130-01-01T00:00:00Z,1196-01-01T00:00:00Z,https://www.wikidata.org/wiki/Q697892,,
st-melchior-grodziecki,St. Melchior Grodziecki,Melchior Grodziecki,label,Q927698,,,,Society of Jesus,,http://commons.wikimedia.org/wiki/Special:FilePath/SvatyMelicharGrodecki.jpg,Melchior Grodziecki,September 7,1584-01-01T00:00:00Z,1619-09-07T00:00:00Z,https://www.wikidata.org/wiki/Q927698,needs review: CC BY-SA 3.0,"Unknown author — Wikimedia Commons, CC BY-SA 3.0"
st-miguel-febres-cordero,St. Miguel Febres Cordero,Miguel Febres Cordero,label,Q1358473,Barr,48.408055555,7.449722222,Institute of the Brothers of the Christian Schools,,http://commons.wikimedia.org/wiki/Special:FilePath/Febrescordero.jpg,,"May 5, 2012",1854-11-07T00:00:00Z,1910-02-12T00:00:00Z,https://www.wikidata.org/wiki/Q1358473,public domain,
st-mutien-marie-wiaux,St. Mutien-Marie Wiaux,Mutien-Marie Wiaux,label,Q526436,,,,Institute of the Brothers of the Christian Schools,,http://commons.wikimedia.org/wiki/Special:FilePath/Mutien-Marie.jpg,Mutien-Marie Wiaux,January 30,1841-03-20T00:00:00Z,1917-01-30T00:00:00Z,https://www.wikidata.org/wiki/Q526436,public domain,
st-narcisa-de-jesus,St. Narcisa de Jesús,Narcisa de Jesús,label,Q262832,,,,Dominican Order,,http://commons.wikimedia.org/wiki/Special:FilePath/Narcisa.jpg,Saint Narcisa de Jesús,December 8,1832-10-29T00:00:00Z,1869-12-08T00:00:00Z,https://www.wikidata.org/wiki/Q262832,public domain,
